text,class,steps,intent,text_te
Execute the first step: weld the suspension bracket in the rear frame. Then complete tighten the bolts in the rear frame.,Planning,"[{'action': 'weld', 'object': 'suspension bracket', 'location': 'rear frame'}, {'action': 'tighten', 'object': 'bolts', 'location': 'rear frame'}]",,మొదటి దశను అమలు చేయండిః వెనుక ఫ్రేమ్ లోని సస్పెన్షన్ బ్రాకెట్ ను వేల్డింగ్ చేయండి. ఆపై వెనుక ఫ్రేమ్ లోని బోర్టులను పూర్తిగా కట్టండి.
"Commence with install the headlight in the front panel. After that, perform tighten the mounting screws in the headlight unit.",Planning,"[{'action': 'install', 'object': 'headlight', 'location': 'front panel'}, {'action': 'tighten', 'object': 'mounting screws', 'location': 'headlight unit'}]",,"ముందు ప్యానెల్లో ఫ్రంట్ లైట్ను ఇన్స్టాల్ చేయడం ద్వారా ప్రారంభించండి. ఆ తరువాత, ఫ్రంట్ లైట్ యూనిట్లో మౌంటు స్క్రూలను బిగించండి."
"First, complete pick the wheel in the parts rack, then handle place the wheel in the axle hub.",Planning,"[{'action': 'pick', 'object': 'wheel', 'location': 'parts rack'}, {'action': 'place', 'object': 'wheel', 'location': 'axle hub'}]",,"మొదటి, పూర్తి భాగాలు రాక్ లో చక్రం తీయటానికి, అప్పుడు హ్యాండిల్ వేరు హబ్ లో చక్రం ఉంచండి."
"The first phase is to navigate to the paint booth, then advance to paint the bumper in the paint booth.",Planning,"[{'action': 'navigate', 'target': 'paint booth'}, {'action': 'paint', 'object': 'bumper', 'location': 'paint booth'}]",,"మొదటి దశలో పెయింట్ స్టాఫ్ కు నావిగేట్, అప్పుడు పెయింట్ స్టాఫ్ లో బంపర్ పెయింట్ ముందుకు."
"Begin your task by navigate to the interior fitting zone. Once done, adjust the seat position in the driver side.",Planning,"[{'action': 'navigate', 'target': 'interior fitting zone'}, {'action': 'adjust', 'object': 'seat position', 'location': 'driver side'}]",,"మీ పనిని ప్రారంభించండి అంతర్గత అమరిక జోన్కు నావిగేట్ చేయడం ద్వారా. ఒకసారి పూర్తి చేసిన తర్వాత, డ్రైవర్ వైపు సీటు స్థానాన్ని సర్దుబాటు చేయండి."
"Carry out navigate to the paint booth, and continue by paint the bumper in the paint booth.",Planning,"[{'action': 'navigate', 'target': 'paint booth'}, {'action': 'paint', 'object': 'bumper', 'location': 'paint booth'}]",,"పెయింట్ బూత్ కు నావిగేట్ చేయండి, మరియు పెయింట్ బూత్ లో బంపర్ పెయింట్ ద్వారా కొనసాగండి."
First complete the task of navigate to the paint booth. Then proceed to paint the bumper in the paint booth.,Planning,"[{'action': 'navigate', 'target': 'paint booth'}, {'action': 'paint', 'object': 'bumper', 'location': 'paint booth'}]",,మొదట పెయింట్ స్టాఫ్కు నావిగేట్ చేసే పనిని పూర్తి చేయండి. అప్పుడు పెయింట్ స్టాఫ్లో బంపర్ను పెయింట్ చేయడానికి కొనసాగండి.
"Begin the sequence with navigate to the interior fitting zone, then transition to adjust the seat position in the driver side.",Planning,"[{'action': 'navigate', 'target': 'interior fitting zone'}, {'action': 'adjust', 'object': 'seat position', 'location': 'driver side'}]",,"అంతర్గత అమరిక జోన్కు నావిగేట్ చేయడం ద్వారా క్రమాన్ని ప్రారంభించండి, ఆపై డ్రైవర్ వైపు సీటు స్థానాన్ని సర్దుబాటు చేయడానికి పరివర్తన."
"Begin the sequence with pick the coolant pipe in the pipe rack, then transition to install the coolant pipe in the engine bay.",Planning,"[{'action': 'pick', 'object': 'coolant pipe', 'location': 'pipe rack'}, {'action': 'install', 'object': 'coolant pipe', 'location': 'engine bay'}]",,"పైప్ రాక్ లో శీతలీకరణ ద్రవ పైపును ఎంచుకోవడం ద్వారా క్రమాన్ని ప్రారంభించండి, ఆపై ఇంజిన్ బేలో శీతలీకరణ ద్రవ పైపును ఇన్స్టాల్ చేయడానికి పరివర్తన చేయండి."
"Carry out navigate to the engine bay, and continue by install the battery in the engine bay.",Planning,"[{'action': 'navigate', 'target': 'engine bay'}, {'action': 'install', 'object': 'battery', 'location': 'engine bay'}]",,"ఇంజిన్ బేకు నావిగేట్ చేయండి, మరియు ఇంజిన్ బేకు బ్యాటరీని ఇన్స్టాల్ చేయడం ద్వారా కొనసాగించండి."
"First, complete navigate to the engine bay, then handle install the battery in the engine bay.",Planning,"[{'action': 'navigate', 'target': 'engine bay'}, {'action': 'install', 'object': 'battery', 'location': 'engine bay'}]",,"మొదటి, పూర్తి ఇంజిన్ బేకు నావిగేట్, అప్పుడు హ్యాండిల్ ఇంజిన్ బేకు బ్యాటరీ ఇన్స్టాల్."
"First step: inspect the chassis welds in the welding bay. Immediately after, report the quality control system.",Planning,"[{'action': 'inspect', 'object': 'chassis welds', 'location': 'welding bay'}, {'action': 'report', 'target': 'quality control system'}]",,"మొదటి దశః వెల్డింగ్ బేలో చట్రం వేడి తనిఖీ. వెంటనే తర్వాత, నాణ్యత నియంత్రణ వ్యవస్థ నివేదించండి."
"Carry out inspect the chassis welds in the welding bay, and continue by report the quality control system.",Planning,"[{'action': 'inspect', 'object': 'chassis welds', 'location': 'welding bay'}, {'action': 'report', 'target': 'quality control system'}]",,"వేడి బే లో చట్రం వేడి తనిఖీ నిర్వహించడానికి, మరియు నాణ్యత నియంత్రణ వ్యవస్థ నివేదిక ద్వారా కొనసాగుతుంది."
Your initial task: navigate to the dashboard fitting area. Then continue with install the infotainment unit in the center console.,Planning,"[{'action': 'navigate', 'target': 'dashboard fitting area'}, {'action': 'install', 'object': 'infotainment unit', 'location': 'center console'}]",,మీ ప్రారంభ పనిః డాష్బోర్డ్ అమరిక ప్రాంతానికి నావిగేట్ చేయండి. అప్పుడు సెంటర్ కన్సోల్లో ఇన్ఫోటైన్మెంట్ యూనిట్ను ఇన్స్టాల్ చేయడం కొనసాగించండి.
Step one requires you to weld the suspension bracket in the rear frame. Step two involves tighten the bolts in the rear frame.,Planning,"[{'action': 'weld', 'object': 'suspension bracket', 'location': 'rear frame'}, {'action': 'tighten', 'object': 'bolts', 'location': 'rear frame'}]",,మొదటి దశలో మీరు వెనుక ఫ్రేమ్ లోని సస్పెన్షన్ బ్రాకెట్ ను వేల్డరు చేయాలి. రెండవ దశలో వెనుక ఫ్రేమ్ లోని బోర్టులను బిగించాలి.
